multi_obs_c1,0.2,2.0
multi_obs_c2,0.2,2.0
multi_obs_c3,0.2,2.0
multi_obs_c4,0.2,2.0
multi_obs_c5,0.2,2.0
multi_obs_c6,0.2,2.0
